Obs,ring,DOY,CO2,block,true_ten,true_twenty,true_thirty,true_forty,true_fifty,true_sixty,true_seventy,start_ten,start_twenty,start_thirty,start_forty,start_fifty,start_sixty,start_seventy
26,21,204,ele,1,33.1184,33.2119,33.6942,32.4197,33.481,37.718,42.526,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
27,17,207,amb,1,29.7012,35.4952,41.4066,42.7281,41.4179,42.6898,42.8954,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
28,21,207,ele,1,31.4825,31.5986,31.3082,30.5421,32.0538,36.4609,40.9439,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
29,17,210,amb,1,27.1575,34.4708,41.3121,42.9766,41.5473,42.6382,42.8263,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
30,21,210,ele,1,27.893,29.5785,30.6205,30.1197,31.6011,35.4828,39.3389,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
31,17,214,amb,1,22.9218,30.8659,40.0117,42.5501,41.2188,42.4773,42.7032,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
32,21,214,ele,1,22.589,25.2221,27.5325,28.3618,30.4106,33.3703,37.4692,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
33,17,216,amb,1,22.1815,30.1223,39.5757,42.2726,40.895,42.3479,42.4008,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
34,21,216,ele,1,21.6421,23.7258,26.468,27.3677,29.3971,32.6576,36.3661,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
35,17,218,amb,1,21.349,27.6348,37.381,41.5237,40.5695,41.6142,42.1821,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
36,21,218,ele,1,21.1605,22.9643,25.5988,26.7188,28.7786,32.0496,35.5946,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
37,17,221,amb,1,20.6985,26.2482,36.1831,40.3898,39.1473,41.492,41.9532,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
38,21,221,ele,1,20.1736,21.9314,24.7556,25.9296,27.9139,30.509,34.1482,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
39,17,223,amb,1,21.0479,26.0053,35.4757,39.784,39.0932,41.1473,41.8307,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
40,21,223,ele,1,19.8971,21.3601,24.3649,25.7585,27.554,29.9734,33.4854,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
41,17,228,amb,1,22.4815,27.5945,36.3156,39.2374,38.4424,40.9675,41.4719,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
42,21,228,ele,1,21.2042,21.7327,24.1396,25.3025,27.1662,29.5313,32.8685,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
43,17,230,amb,1,20.8828,26.0016,34.7362,38.7981,38.1723,40.6404,41.1803,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
44,21,230,ele,1,19.8866,21.0942,23.6236,24.7746,26.5111,28.6479,32.1494,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
45,17,232,amb,1,20.6689,25.9883,34.289,37.9232,37.357,40.6463,41.298,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
46,21,232,ele,1,19.9656,20.9786,23.775,24.9382,26.5608,29.0593,32.4148,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
47,17,234,amb,1,27.902,32.5121,40.7973,42.8787,41.4015,41.9442,41.8429,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
48,21,234,ele,1,27.308,27.0258,28.4458,26.9188,27.7533,29.18,32.2209,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
49,17,236,amb,1,24.3737,31.4581,40.5836,42.5125,41.1548,41.7722,41.3049,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
50,21,236,ele,1,24.2,25.1759,27.3436,26.7194,27.787,29.5985,32.5282,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
51,17,238,amb,1,22.4461,29.6704,39.766,42.1701,40.743,41.4763,41.0139,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
52,21,238,ele,1,22.5008,24.1609,26.5031,26.296,27.1844,29.2261,32.0631,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
53,17,242,amb,1,20.0355,26.2564,36.8702,41.191,40.01,40.8144,40.5847,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
54,21,242,ele,1,20.235,22.2663,24.9586,25.4362,26.501,28.2996,31.5906,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
55,17,246,amb,1,31.6462,35.594,41.9926,43.4709,42.5691,42.62,41.8944,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
56,21,246,ele,1,31.6215,31.8638,33.0204,30.9311,30.2564,30.6696,33.1452,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
57,17,251,amb,1,25.38,34.4052,41.1954,42.9877,42.0548,42.034,41.1402,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
58,21,251,ele,1,26.0074,28.3875,31.6655,31.1273,30.4746,31.1232,32.5296,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
59,17,253,amb,1,23.7436,33.2276,41.0956,43.0882,42.1066,42.0754,41.1236,42.0069,45.3367,43.9885,45.2201,44.1356,44.2058,43.9095
60,21,253,ele,1,24.2097,28.0164,31.279,30.6405,30.4589,30.573,32.8343,40.0097,42.0545,39.7882,39.9999,42.1519,44.2921,44.8215
61,24,167,amb,2,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
62,20,167,ele,2,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
63,24,169,amb,2,33.5733,43.4653,43.3219,44.9844,45.7419,45.0985,44.832,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
64,20,169,ele,2,33.4592,40.2547,42.1996,44.0791,44.4878,45.1004,45.1927,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
65,24,175,amb,2,36.9859,43.846,43.4208,44.818,45.6319,44.9897,44.7992,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
66,20,175,ele,2,38.6459,41.4629,42.308,43.8,44.4539,45.0538,45.1902,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
67,24,180,amb,2,17.6409,33.2903,43.1082,44.9836,45.7427,45.174,44.735,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
68,20,180,ele,2,22.4245,33.0391,42.1519,43.8657,44.6282,45.2867,45.3565,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
69,24,182,amb,2,15.743,28.561,42.6541,44.8286,45.6071,45.0392,44.8308,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
70,20,182,ele,2,20.4153,29.5317,41.6778,43.67,44.4104,45.0991,45.1696,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
71,24,187,amb,2,13.9049,20.9648,33.9007,44.2713,46.0864,45.5058,45.2466,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
72,20,187,ele,2,17.0632,22.0655,35.4868,43.1904,44.8224,45.2655,45.203,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
73,24,190,amb,2,13.9002,19.5291,29.4677,36.9776,45.6093,45.6384,45.2229,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
74,20,190,ele,2,16.8816,20.2769,30.0942,38.2934,44.4484,45.5437,45.4429,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
75,24,193,amb,2,13.7913,19.1265,27.5534,30.7824,38.7699,44.895,44.7057,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
76,20,193,ele,2,16.1726,19.0642,26.2797,32.0422,40.5543,44.8061,44.7787,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
77,24,195,amb,2,13.6294,18.7879,27.239,28.8134,33.6001,42.7288,44.759,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
78,20,195,ele,2,16.0862,18.6602,24.9544,29.1386,35.9743,44.0997,44.9161,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
79,24,197,amb,2,18.4272,23.149,33.4943,32.3219,33.7168,41.3528,44.4772,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
80,20,197,ele,2,21.5089,21.5589,28.5724,31.185,35.3144,43.1112,44.5488,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
81,24,200,amb,2,16.7568,22.0831,31.1528,30.9405,31.7198,37.7263,43.8597,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
82,20,200,ele,2,18.5643,20.0065,25.9327,28.7668,32.7253,40.0503,43.8254,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
83,24,202,amb,2,27.578,33.5451,41.1853,42.0844,42.9051,44.2014,44.5277,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
84,20,202,ele,2,32.1505,31.6929,38.0284,38.7476,39.4492,43.3638,44.2766,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
85,24,204,amb,2,27.5961,33.3897,40.8882,42.0537,42.892,43.8911,44.3084,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
86,20,204,ele,2,31.8941,31.1027,37.4906,38.708,39.4494,43.3925,44.2481,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
87,24,207,amb,2,26.3922,32.7149,40.3967,41.308,41.5639,42.3826,44.0374,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
88,20,207,ele,2,30.8712,31.3604,36.169,36.4342,37.9566,42.3466,43.5658,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
89,24,210,amb,2,21.5115,28.3193,38.6924,41.0423,40.5571,41.6039,43.6428,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
90,20,210,ele,2,26.4116,29.0691,34.6227,35.6793,36.9578,41.357,42.567,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
91,24,214,amb,2,16.2676,23.9382,36.1976,38.4642,38.0151,39.4353,42.3228,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
92,20,214,ele,2,20.5506,24.7618,32.0004,34.1712,35.8121,39.4221,41.4749,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
93,24,216,amb,2,15.3122,21.2227,33.9884,37.3705,36.1932,37.3136,39.8197,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
94,20,216,ele,2,19.4236,22.6443,29.4072,31.3717,33.125,36.8473,38.5093,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
95,24,218,amb,2,14.9373,20.2627,32.5706,35.6236,34.3131,35.7879,38.5532,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
96,20,218,ele,2,18.444,21.1937,27.4971,29.8894,31.6856,35.3279,36.8358,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
97,24,221,amb,2,14.6383,19.2927,31.2157,33.7658,32.0219,32.9931,35.5005,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
98,20,221,ele,2,17.2271,19.9425,25.8862,28.2625,30.0689,33.1647,34.2307,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
99,24,223,amb,2,14.5852,18.8949,30.2368,33.4303,31.437,32.0205,34.4026,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
100,20,223,ele,2,17.0587,19.5532,25.2809,27.7587,29.5344,32.4631,33.4152,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
101,24,228,amb,2,15.8791,19.8055,30.3954,32.2461,30.1919,31.0968,33.112,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
102,20,228,ele,2,17.938,19.3365,24.5562,27.0804,28.7,31.2518,31.901,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
103,24,230,amb,2,14.9294,19.0518,29.6022,32.0014,29.8198,30.7903,32.6271,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
104,20,230,ele,2,17.2367,19.0479,23.9922,26.4516,28.0435,30.4715,31.1318,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
105,24,232,amb,2,14.6701,19.0602,29.5308,31.7117,29.5265,30.4205,31.9805,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
106,20,232,ele,2,15.8119,18.5852,23.5817,26.9094,28.3146,30.4068,30.628,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
107,24,234,amb,2,22.1872,26.0242,36.723,35.9747,31.0521,30.3627,31.8035,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
108,20,234,ele,2,24.9552,23.4997,28.7914,30.726,30.6935,31.9153,31.747,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
109,24,236,amb,2,18.487,24.2086,36.5226,35.451,30.8741,30.3736,31.7776,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
110,20,236,ele,2,21.5977,22.4226,28.3359,30.7107,30.6819,32.0281,31.8622,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
111,24,238,amb,2,16.2216,21.3862,34.5232,35.1782,30.8983,29.894,31.2387,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
112,20,238,ele,2,19.406,21.4464,27.5129,29.7902,30.0938,31.6105,31.3027,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
113,24,242,amb,2,14.528,18.8469,31.3006,33.7397,29.9423,29.5199,30.495,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
114,20,242,ele,2,17.3141,20.3302,26.337,28.8966,29.1794,30.6386,30.4876,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
115,24,246,amb,2,27.3529,30.8854,39.9374,40.6079,35.947,33.1378,32.3726,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
116,20,246,ele,2,32.7037,30.6272,35.6817,36.0605,35.4057,35.0248,33.4662,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
117,24,251,amb,2,19.3228,27.4843,39.3226,40.6981,36.4778,33.1364,32.2317,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
118,20,251,ele,2,22.8144,28.0382,34.3171,36.5513,36.1981,36.2712,33.7571,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
119,24,253,amb,2,18.3208,26.9031,39.1683,40.918,36.5709,33.158,32.3336,41.8378,45.4561,43.4138,44.894,45.5411,44.9442,44.7984
120,20,253,ele,2,22.2011,26.916,34.4618,36.4283,36.2246,36.2558,33.959,39.0905,41.5358,42.0701,43.3246,43.7075,44.2964,44.4011
121,25,167,amb,3,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
122,29,167,ele,3,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
123,25,169,amb,3,32.7432,39.1779,40.5378,42.2998,43.4767,42.8932,43.2151,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
124,29,169,ele,3,41.0156,43.3683,42.4407,43.7167,45.0542,44.7035,44.463,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
125,25,175,amb,3,35.6101,40.8745,40.3699,42.0371,43.4534,42.8183,43.2148,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
126,29,175,ele,3,42.1902,43.4482,42.3266,43.899,45.1098,44.7042,44.5179,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
127,25,180,amb,3,22.6899,34.2182,40.2789,42.0214,43.5809,42.9238,43.215,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
128,29,180,ele,3,29.2636,39.9463,42.1985,43.7865,45.2505,44.7765,44.4788,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
129,25,182,amb,3,20.4527,29.9694,39.508,42.1436,43.4026,42.6942,43.0763,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
130,29,182,ele,3,26.6148,37.1745,41.7737,43.4814,44.9777,44.6165,44.3873,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
131,25,187,amb,3,17.6679,21.5569,30.2106,39.7933,43.5181,42.991,43.3847,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
132,29,187,ele,3,22.9222,27.6552,36.6843,42.8541,45.0658,44.7483,44.5937,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
133,25,190,amb,3,18.204,21.1887,27.5935,34.1712,42.7502,43.2337,43.2382,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
134,29,190,ele,3,23.1739,25.8012,32.2844,39.9331,44.358,44.7218,44.3133,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
135,25,193,amb,3,17.3708,20.3023,25.9604,30.2279,39.7836,42.654,43.0116,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
136,29,193,ele,3,21.7179,24.565,29.9814,35.8085,42.495,44.3776,44.0835,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
137,25,195,amb,3,17.0273,19.654,25.1652,28.5552,37.3276,42.247,43.022,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
138,29,195,ele,3,21.4153,23.9977,29.0894,33.9533,40.4386,44.1158,44.0932,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
139,25,197,amb,3,20.7797,22.2655,27.3369,29.9649,37.225,41.5786,42.7169,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
140,29,197,ele,3,27.9527,27.863,32.6823,35.5194,39.7076,43.6097,43.7723,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
141,25,200,amb,3,19.0294,21.5632,26.6472,29.2644,35.6829,40.6637,42.5645,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
142,29,200,ele,3,25.0621,26.7512,31.3167,34.3337,38.5628,42.9059,43.5773,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
143,25,202,amb,3,29.9231,32.4768,36.699,37.4856,40.9776,41.9019,42.655,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
144,29,202,ele,3,38.9987,41.1091,39.2883,39.4399,40.9823,43.1694,43.7526,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
145,25,204,amb,3,29.5316,32.8751,36.6507,37.6952,41.0456,41.8239,42.7271,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
146,29,204,ele,3,38.4044,40.3564,39.1739,39.4434,41.1045,43.2257,43.7627,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
147,25,207,amb,3,29.3377,32.7694,36.3368,36.9997,40.0689,41.0895,42.2412,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
148,29,207,ele,3,37.0212,39.3093,38.3008,38.7359,40.6761,43.2861,43.6086,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
149,25,210,amb,3,27.931,32.687,36.4442,37.339,40.5132,41.2625,42.2131,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
150,29,210,ele,3,35.1522,39.197,38.6707,38.8107,40.7569,43.2134,43.6079,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
151,25,214,amb,3,22.0389,29.1071,35.0967,36.312,39.7176,40.7231,41.8314,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
152,29,214,ele,3,26.9362,31.7197,36.3961,37.7243,40.1822,42.8777,43.2903,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
153,25,216,amb,3,20.5161,26.458,33.497,35.5386,39.3301,40.5185,41.5027,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
154,29,216,ele,3,25.7296,29.8212,34.3603,36.4816,39.5277,42.5667,43.3721,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
155,25,218,amb,3,19.7944,25.2681,32.1706,34.512,38.187,39.7962,40.9588,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
156,29,218,ele,3,25.0595,28.1155,32.4794,34.7845,38.2408,41.7267,42.903,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
157,25,221,amb,3,18.503,23.1044,30.5322,33.2936,37.2383,39.1554,40.6273,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
158,29,221,ele,3,22.5783,25.3866,29.9523,32.516,36.2326,40.015,42.4959,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
159,25,223,amb,3,18.1962,22.1834,29.4747,32.2608,36.3581,37.8279,39.5777,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
160,29,223,ele,3,23.1482,24.5232,29.4882,32.7084,36.4309,40.087,42.0126,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
161,25,228,amb,3,19.2881,21.9646,28.4783,31.1908,35.0349,36.8786,38.6132,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
162,29,228,ele,3,23.979,24.458,27.7795,30.1872,33.9716,37.9678,41.5786,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
163,25,230,amb,3,18.0351,21.3764,28.2287,30.9091,34.8442,36.5714,38.5221,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
164,29,230,ele,3,22.3151,23.7556,27.2893,29.9049,33.6147,37.6436,41.3409,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
165,25,232,amb,3,17.4965,20.8407,27.1298,30.1855,34.1752,36.1756,38.0811,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
166,29,232,ele,3,21.672,22.9841,26.6832,29.3754,33.087,37.2416,41.3729,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
167,25,234,amb,3,25.0615,28.3403,34.9835,35.5787,38.5125,38.5197,38.7212,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
168,29,234,ele,3,33.3127,33.5121,33.326,32.9223,35.3717,38.6747,41.244,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
169,25,236,amb,3,21.8006,27.6599,34.6976,35.7207,38.3049,38.2692,38.6349,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
170,29,236,ele,3,28.1318,30.1795,32.3405,32.7315,35.2894,38.5161,41.3104,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
171,25,238,amb,3,20.3365,26.7258,33.9306,35.379,38.3851,38.0005,38.4388,40.3473,41.4854,41.0183,42.3874,43.4077,42.6499,43.2747
172,29,238,ele,3,25.1899,27.5645,30.9065,31.693,34.5071,37.7042,40.6464,42.8665,43.8813,42.4084,43.7159,44.9893,44.5627,44.3772
