Obs,ring,DOY,CO2,block,true_ten,true_twenty,true_thirty,true_forty,true_fifty,true_sixty,true_seventy,start_ten,start_twenty,start_thirty,start_forty,start_fifty,start_sixty,start_seventy
49,1,238,amb,1,38.6331,41.3265,40.3425,40.4744,42.1711,42.6395,43.1835,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
50,5,238,ele,1,39.647,44.1928,42.3901,42.4633,42.5679,42.6205,42.7997,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
51,1,243,amb,1,38.3943,40.8542,40.0204,40.0877,42.3194,42.6555,42.9482,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
52,5,243,ele,1,40.4155,44.4458,42.4835,42.6978,42.8983,42.5234,42.6194,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
53,1,245,amb,1,37.0009,40.8538,40.268,40.2266,42.6038,42.6354,42.832,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
54,5,245,ele,1,37.0019,43.6196,42.0551,42.066,42.1894,42.1582,42.3256,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
55,1,247,amb,1,33.9578,39.8593,39.5705,39.4713,41.6034,41.7766,42.0725,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
56,5,247,ele,1,33.1627,42.7379,41.9593,41.9918,42.0748,41.9708,42.1785,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
57,1,250,amb,1,30.4666,38.1902,39.5636,39.9427,41.3301,42.144,41.2685,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
58,5,250,ele,1,31.5784,42.7947,42.0981,42.1689,42.2727,42.0948,42.3373,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
59,1,252,amb,1,29.8447,37.6133,39.2023,38.9174,41.705,41.8945,42.2992,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
60,5,252,ele,1,29.2152,40.8448,42.0798,42.226,42.4537,42.2973,42.5305,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
61,1,254,amb,1,28.6176,36.591,39.0152,38.9164,41.6506,42.0794,42.3162,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
62,5,254,ele,1,26.7366,37.7475,41.2204,41.7285,41.9208,41.6576,42.3115,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
63,1,258,amb,1,25.611,32.3368,37.074,37.2576,39.9684,40.3672,41.1819,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
64,5,258,ele,1,23.2733,32.5176,37.9548,38.9844,39.2036,39.4016,40.8018,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
65,1,260,amb,1,24.1452,30.9316,36.0795,36.3703,39.3165,39.9921,40.7582,39.1994,41.9545,40.549,41.1675,43.3567,43.4042,43.8771
66,5,260,ele,1,22.0486,30.4769,36.1085,37.4778,37.8462,38.2583,40.0376,43.586,45.2166,42.8765,43.0557,42.991,43.1179,43.185
67,4,174,amb,2,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
68,3,174,ele,2,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
69,4,177,amb,2,32.7995,43.0162,42.0247,42.2206,42.699,42.9503,43.312,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
70,3,177,ele,2,38.3367,44.5407,42.3471,42.1077,43.8963,44.4514,44.2879,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
71,4,181,amb,2,24.109,41.2019,41.6196,41.9285,42.5087,42.7606,43.1751,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
72,3,181,ele,2,33.1024,43.7458,41.9678,41.6462,43.7151,44.1916,44.0284,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
73,4,183,amb,2,22.7399,40.4043,41.5556,42.0124,42.4341,42.7281,43.2267,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
74,3,183,ele,2,31.4925,43.7329,41.7812,41.5003,43.5636,44.1372,44.145,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
75,4,187,amb,2,35.9672,42.7019,41.6708,42.0543,42.4254,42.6557,43.0998,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
76,3,187,ele,2,40.6409,44.2058,41.9893,41.6053,43.7032,44.3078,44.1457,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
77,4,189,amb,2,38.1984,43.0435,41.8469,42.1791,42.4248,42.7071,43.194,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
78,3,189,ele,2,41.3878,44.3706,41.998,41.6561,43.5735,44.0817,44.1133,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
79,4,191,amb,2,37.8388,42.6255,41.8361,42.0757,42.4131,42.6337,43.227,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
80,3,191,ele,2,41.3343,44.4706,42.1133,41.9587,43.8834,44.4576,44.3053,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
81,4,194,amb,2,34.4722,42.7026,42.1579,42.1489,42.7587,42.9166,43.5019,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
82,3,194,ele,2,39.0247,44.3041,41.9485,41.9699,43.7887,44.3403,44.2223,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
83,4,196,amb,2,37.9895,44.3614,42.7459,42.1573,43.9839,43.8547,44.1134,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
84,3,196,ele,2,41.3934,44.5662,42.2913,42.008,43.9491,44.5437,44.5126,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
85,4,198,amb,2,33.8364,41.1777,41.5881,42.117,42.6869,42.7482,43.1639,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
86,3,198,ele,2,37.8777,43.5589,41.7496,41.5432,43.4885,44.0593,43.9834,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
87,4,201,amb,2,25.0521,37.8843,41.2465,41.7129,42.4307,42.6532,43.0341,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
88,3,201,ele,2,31.3492,42.6838,41.5231,41.408,43.5948,44.245,44.1575,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
89,4,203,amb,2,21.3707,32.8512,40.8159,41.4431,42.423,42.6749,43.2893,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
90,3,203,ele,2,28.1788,41.6784,41.5311,41.3365,43.4997,43.956,44.0605,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
91,4,205,amb,2,19.5619,29.2015,39.9263,41.1141,42.2758,42.5895,43.0159,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
92,3,205,ele,2,25.7914,39.9365,41.2221,41.0927,43.2756,43.8883,43.8442,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
93,4,208,amb,2,28.8411,34.5308,40.176,41.0312,42.2152,42.5301,43.1763,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
94,3,208,ele,2,36.581,42.5316,41.2017,41.0097,43.3932,44.0176,44.0718,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
95,4,210,amb,2,30.9765,32.816,39.1771,40.6061,42.2763,42.5719,43.2939,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
96,3,210,ele,2,38.0725,41.7227,40.9974,40.8948,42.9914,43.7509,43.7913,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
97,4,212,amb,2,28.3005,32.1479,39.2514,40.9491,43.0251,43.451,43.8909,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
98,3,212,ele,2,36.2261,41.5995,41.11,40.8343,43.2121,43.9773,44.1566,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
99,4,215,amb,2,21.8755,27.1928,35.0209,37.8341,41.8595,42.3269,43.1298,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
100,3,215,ele,2,29.9006,39.3502,40.3097,40.2963,42.5772,43.3111,43.4803,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
101,4,219,amb,2,30.604,33.8286,38.8583,39.9614,41.9468,42.2353,42.9093,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
102,3,219,ele,2,37.0296,41.8097,40.868,40.49,42.8333,43.5481,43.6126,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
103,4,222,amb,2,25.4657,30.8526,36.9644,37.8671,41.5121,42.3081,42.9514,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
104,3,222,ele,2,33.8794,41.0673,41.0132,40.5534,43.0353,43.8177,43.7524,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
105,4,224,amb,2,21.7116,27.6301,34.8338,35.9061,40.4642,42.3902,43.2887,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
106,3,224,ele,2,30.0601,39.8322,40.4313,40.4143,42.9281,43.8265,43.7727,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
107,4,227,amb,2,18.7332,24.7,31.2994,32.538,37.5168,40.4272,42.3788,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
108,3,227,ele,2,26.7372,37.7891,39.573,39.6975,42.3742,43.656,43.8567,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
109,4,229,amb,2,37.9411,40.2092,.,.,.,.,.,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
110,3,229,ele,2,32.2878,32.2354,40.3525,37.1693,41.4642,42.8053,43.1665,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
111,4,232,amb,2,37.9589,39.2457,40.4653,40.4358,41.7594,42.5151,43.4136,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
112,3,232,ele,2,40.649,43.4911,41.7677,40.6904,42.8055,43.8372,43.7408,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
113,4,236,amb,2,36.4539,39.1151,40.2735,40.1057,41.5088,42.0964,42.7978,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
114,3,236,ele,2,40.3009,43.5985,41.5524,41.1476,43.373,43.975,43.9428,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
115,4,238,amb,2,38.4004,40.0747,40.8437,41.838,42.7034,43.5486,44.0568,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
116,3,238,ele,2,38.7862,43.1083,41.6265,40.6998,43.1042,43.5878,43.759,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
117,4,243,amb,2,39.6483,41.7541,40.6302,40.875,41.8236,42.4509,42.7459,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
118,3,243,ele,2,39.6027,43.2353,41.707,41.1408,43.1178,43.7909,43.7061,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
119,4,245,amb,2,32.6069,37.0489,39.4802,39.4684,41.0063,41.8238,42.6642,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
120,3,245,ele,2,38.572,42.6159,40.9848,40.5504,42.9351,43.4531,43.2683,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
121,4,247,amb,2,30.8582,35.764,39.2096,39.1669,41.1088,42.141,42.979,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
122,3,247,ele,2,36.2558,42.4875,40.9951,40.5915,42.8409,43.4616,43.2567,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
123,4,250,amb,2,27.8189,34.4919,38.5973,37.9379,40.2566,41.1042,41.849,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
124,3,250,ele,2,37.6612,44.0455,41.9187,41.2031,43.9467,44.5922,44.5768,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
125,4,252,amb,2,25.5491,32.5211,37.4111,37.104,39.8691,40.9397,41.965,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
126,3,252,ele,2,35.7132,43.0885,41.7719,41.1826,44.1833,44.4844,44.3397,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
127,4,254,amb,2,24.6286,31.3841,36.4629,36.2076,39.223,40.7557,41.8636,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
128,3,254,ele,2,31.5082,40.5805,40.7018,40.4127,42.8523,43.4056,43.376,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
129,4,258,amb,2,21.5083,27.1121,33.6154,33.957,37.5538,39.6712,41.4935,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
130,3,258,ele,2,27.9856,38.3334,39.9019,39.8086,42.2735,43.255,43.1091,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
131,4,260,amb,2,20.2845,25.8968,32.8254,33.3756,36.816,39.1022,41.2077,38.3415,43.1601,41.8778,42.2633,42.6265,42.8353,43.2812
132,3,260,ele,2,26.1766,36.6893,38.879,39.4755,41.9741,43.0248,42.9299,41.6081,44.7311,42.2091,41.8648,43.9712,44.4711,44.416
133,10,174,amb,3,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
134,14,174,ele,3,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
135,10,177,amb,3,34.3625,41.5515,39.6467,40.4838,41.6772,43.9751,45.1022,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
136,14,177,ele,3,32.2559,39.3163,38.8725,39.9641,42.7699,43.3841,42.852,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
137,10,181,amb,3,30.0091,40.4013,39.3383,40.1501,41.3149,43.6051,44.7293,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
138,14,181,ele,3,28.835,38.0163,38.5869,39.8428,42.5791,43.245,42.757,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
139,10,183,amb,3,29.1127,39.9881,39.3868,40.0275,41.1597,43.5298,44.771,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
140,14,183,ele,3,27.9591,37.4907,38.3235,39.593,42.4214,43.1173,42.5248,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
141,10,187,amb,3,38.4314,41.1769,39.4681,40.2521,41.377,43.6059,44.8062,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
142,14,187,ele,3,38.0146,39.2174,38.7038,39.8341,42.5058,43.1175,42.5773,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
143,10,189,amb,3,39.5352,41.3682,39.5876,40.2825,41.2745,43.4593,44.6979,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
144,14,189,ele,3,39.0525,39.6475,38.7829,39.9837,42.569,43.054,42.5565,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
145,10,191,amb,3,40.5345,41.5998,39.7308,40.4352,41.5043,43.6939,44.8393,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
146,14,191,ele,3,38.3598,39.5994,38.8221,40.0946,42.6955,43.3196,42.5988,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
147,10,194,amb,3,37.3158,41.7313,39.9904,40.7627,42.288,44.3551,45.0387,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
148,14,194,ele,3,36.4767,39.1569,38.7141,39.9232,42.5163,43.1279,42.5985,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
149,10,196,amb,3,40.6982,41.5111,39.819,40.6005,41.5676,43.7285,44.8946,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
150,14,196,ele,3,39.8709,39.5973,38.7136,39.9733,42.5789,43.128,42.6092,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
151,10,198,amb,3,36.1772,41.0235,39.5072,40.2315,41.3354,43.5859,44.7193,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
152,14,198,ele,3,36.0786,38.9073,38.7422,39.9234,42.4962,43.0964,42.588,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
153,10,201,amb,3,30.0852,40.1912,39.6166,40.3816,41.4381,43.6375,44.7934,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
154,14,201,ele,3,31.0398,38.0772,38.7334,39.9631,42.6321,43.1278,42.6935,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
155,10,203,amb,3,27.2151,39.1937,39.7476,40.5826,41.6548,43.8839,45.056,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
156,14,203,ele,3,29.268,37.011,38.2754,39.494,42.3804,43.0327,42.5353,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
157,10,205,amb,3,25.6647,37.1453,39.093,39.8788,41.1601,43.4873,44.6619,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
158,14,205,ele,3,27.5034,35.4149,38.0801,39.197,42.2334,42.99,42.5038,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
159,10,208,amb,3,31.9045,38.6227,39.154,39.9289,41.2941,43.6477,44.9462,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
160,14,208,ele,3,34.7321,37.5931,38.0551,39.2877,42.2562,43.0967,42.5988,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
161,10,210,amb,3,34.2575,37.807,38.7598,39.4605,40.9661,43.4027,44.5764,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
162,14,210,ele,3,36.835,37.3412,38.0554,39.0908,42.1206,42.9694,42.5255,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
163,10,212,amb,3,30.2529,37.2383,38.6076,39.2851,41.0002,43.713,44.9366,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
164,14,212,ele,3,33.2699,36.3392,37.8501,38.9813,42.0151,43.0116,42.5672,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
165,10,215,amb,3,25.785,33.8067,37.3456,38.4484,40.3666,43.3168,44.652,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
166,14,215,ele,3,28.189,33.6311,37.0322,38.5297,41.7147,42.7157,42.3885,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
167,10,219,amb,3,29.5301,34.98,37.1084,38.2256,40.2649,43.2635,44.7505,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
168,14,219,ele,3,32.8236,36.2581,37.765,38.9011,41.995,42.9162,42.4832,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
169,10,222,amb,3,25.0634,31.6865,34.896,37.0137,39.2843,43.1157,44.858,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
170,14,222,ele,3,28.8193,33.8175,37.0377,38.3094,41.7355,42.8845,42.4726,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
171,10,224,amb,3,22.9103,29.399,32.8213,35.6037,37.6414,41.6013,45.308,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
172,14,224,ele,3,26.1262,31.6411,35.6946,37.0479,40.8532,43.7098,43.3672,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
173,10,227,amb,3,20.3028,25.8576,29.5383,32.1677,32.91,35.2697,41.7959,40.9083,41.5887,39.6795,40.4974,41.6159,43.9624,45.0256
174,14,227,ele,3,23.7213,28.9698,34.181,36.1111,39.9914,43.485,42.1573,38.5249,39.8271,38.8617,40.1449,42.7064,43.2454,42.6828
