Obs,ring,DOY,CO2,block,true_ten,true_twenty,true_thirty,true_forty,true_fifty,true_sixty,true_seventy,start_ten,start_twenty,start_thirty,start_forty,start_fifty,start_sixty,start_seventy
16,21,226,550,1,20.5878,25.5424,29.6493,32.002,34.5594,36.1013,39.2053,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
17,17,228,380,1,18.2267,25.2864,27.1795,30.0046,34.8221,39.3176,41.7423,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
18,21,228,550,1,19.8905,24.8362,28.8579,31.2843,33.6774,34.5669,37.0722,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
19,17,231,380,1,16.8474,23.5254,26.4273,29.0853,33.8036,38.322,41.3809,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
20,21,231,550,1,19.8609,24.2162,28.3898,30.7503,32.8506,32.913,35.0074,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
21,17,233,380,1,16.9741,23.4003,26.3538,28.5832,33.3036,37.4244,40.8267,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
22,21,233,550,1,19.0001,23.6617,28.1402,30.5079,32.5149,32.2643,34.1395,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
23,17,239,380,1,17.0757,22.5787,25.5096,28.0847,32.5211,36.4489,40.381,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
24,21,239,550,1,19.6042,23.6524,27.6662,30.0601,31.9763,31.3033,32.8131,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
25,17,242,380,1,19.7931,23.3188,26.1344,28.7144,32.6875,36.6074,40.4702,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
26,21,242,550,1,24.7963,25.3595,28.4338,30.5336,32.2562,31.3158,32.6593,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
27,17,249,380,1,35.2682,40.2442,39.5216,41.6771,42.4846,42.1029,41.7662,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
28,21,249,550,1,37.653,42.9228,39.8559,39.6001,39.3657,37.0978,36.2542,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
29,17,253,380,1,.,.,.,.,.,.,.,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
30,21,253,550,1,38.0279,40.1274,38.3695,38.4807,39.0582,38.1699,35.9785,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
31,17,261,380,1,38.8466,43.2094,41.803,43.4185,43.5061,43.1458,42.654,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
32,21,261,550,1,40.6995,42.6351,40.5215,41.2965,42.1967,44.9763,45.3036,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
33,17,263,380,1,37.4431,42.3789,41.7276,43.5066,43.6757,43.2125,43.0875,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
34,21,263,550,1,38.8851,41.0421,39.3901,39.6126,41.1371,43.4571,44.1232,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
35,17,267,380,1,40.082,44.6081,43.1287,44.8514,44.8933,44.224,43.7216,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
36,21,267,550,1,39.541,41.0555,39.3117,39.4947,41.1187,43.5014,44.1352,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
37,17,270,380,1,36.5107,42.6264,41.3975,43.1699,43.2122,42.8153,42.3407,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
38,21,270,550,1,38.6553,40.8798,39.2161,39.4851,41.007,43.4481,44.0807,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
39,17,275,380,1,34.8932,45.0453,43.6318,.,45.2109,45.1273,43.9229,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
40,21,275,550,1,38.1503,41.2796,39.5455,39.6622,41.2469,43.5896,44.1904,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
41,17,278,380,1,29.7576,40.9943,41.135,42.6708,42.9304,42.5043,41.9603,35.2148,42.7452,41.722,43.2567,43.2355,42.9416,42.4643
42,21,278,550,1,36.393,40.3313,39.0409,39.3506,40.7669,43.1464,43.8383,37.0939,39.8375,38.3951,39.169,41.195,43.5039,44.1072
43,24,205,380,2,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
44,20,205,550,2,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
45,24,207,380,2,23.9897,28.3632,35.6991,43.1461,44.0297,44.241,44.3361,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
46,20,207,550,2,29.1755,35.3139,40.3114,42.765,43.4999,44.5507,44.5506,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
47,24,210,380,2,19.2925,22.5982,29.3006,40.7043,44.0087,44.2729,44.1226,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
48,20,210,550,2,23.8805,28.5361,36.5602,42.7546,43.6465,44.7439,44.6581,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
49,24,213,380,2,26.9121,25.9118,28.963,37.3103,42.8171,43.9058,43.995,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
50,20,213,550,2,30.1073,27.648,32.8183,40.4168,43.3625,44.4762,44.5091,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
51,24,219,380,2,19.1083,19.9485,24.5656,32.2988,40.1544,43.8393,43.9845,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
52,20,219,550,2,21.9636,24.0771,29.1367,34.5022,39.3812,44.0594,44.3365,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
53,24,221,380,2,17.3628,18.9927,23.4362,30.1743,37.0464,42.6173,43.8253,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
54,20,221,550,2,20.2744,22.4778,27.0993,31.4475,35.7909,42.2251,44.2296,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
55,24,224,380,2,16.3184,18.0187,22.41,27.8112,33.9202,40.5835,43.3935,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
56,20,224,550,2,19.3073,21.7968,25.731,29.2347,32.7342,38.9623,43.7644,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
57,24,226,380,2,15.7763,17.9941,22.2214,26.9959,32.307,38.6846,42.7636,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
58,20,226,550,2,18.835,21.1828,25.0815,28.3329,31.3455,36.7104,42.3803,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
59,24,228,380,2,18.6436,20.6949,25.5283,30.8931,36.9732,43.5054,44.4806,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
60,20,228,550,2,19.1723,21.924,25.616,28.7269,31.4365,36.3423,42.1822,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
61,24,231,380,2,15.1288,17.0895,21.1429,24.8393,28.8199,34.2758,38.7458,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
62,20,231,550,2,17.8478,20.4072,24.0342,26.546,28.6867,32.5808,37.6716,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
63,24,233,380,2,14.8158,16.8952,21.0054,24.5981,27.9766,33.1253,37.4392,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
64,20,233,550,2,18.5913,20.9694,24.817,27.0679,28.5778,32.8737,37.6794,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
65,24,239,380,2,14.8116,16.3566,20.4583,23.8247,26.687,31.3494,34.9204,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
66,20,239,550,2,17.574,19.9501,23.2922,25.153,26.6375,29.6511,33.4723,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
67,24,242,380,2,18.9558,17.5561,20.9861,24.5459,26.7938,31.7894,35.2532,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
68,20,242,550,2,20.3614,20.6667,23.5699,25.5078,26.5661,29.0717,33.1545,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
69,24,249,380,2,.,.,25.1736,.,.,.,.,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
70,20,249,550,2,38.7142,38.8916,36.7131,40.032,40.5301,42.8139,43.8229,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
71,24,253,380,2,36.5547,38.8426,38.4416,41.6702,42.4715,43.6037,43.538,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
72,20,253,550,2,37.8277,37.8015,36.8282,40.4933,41.329,43.1116,43.7907,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
73,24,261,380,2,38.4027,42.6002,40.5808,43.0369,44.1417,44.3216,44.1611,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
74,20,261,550,2,39.7576,41.4594,40.7164,42.5149,43.3799,44.4498,44.3961,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
75,24,263,380,2,38.3589,43.0168,41.0704,43.5163,44.7058,44.9962,44.9763,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
76,20,263,550,2,39.7635,41.7115,40.8668,42.6821,43.5068,44.5779,44.6311,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
77,24,267,380,2,39.0574,42.8515,40.9892,42.9667,44.0605,44.7068,44.7145,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
78,20,267,550,2,.,44.7236,43.1608,44.7946,45.7355,46.8294,46.1681,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
79,24,270,380,2,38.2346,42.3107,40.8277,43.3205,44.1738,44.3757,44.2783,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
80,20,270,550,2,39.1298,41.3692,40.7955,42.6916,43.6218,44.7168,44.674,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
81,24,275,380,2,37.5948,42.7571,40.7966,43.1414,44.0467,44.2363,44.1185,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
82,20,275,550,2,37.6748,41.4101,40.9164,42.6297,43.4017,44.5667,44.5456,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
83,24,278,380,2,34.3442,41.8987,40.5277,42.9745,43.9825,44.2581,44.023,30.7773,32.8268,38.3313,43.439,44.2217,44.3379,44.1652
84,20,278,550,2,34.3118,40.1288,40.3408,42.2994,43.2034,44.4181,44.4388,35.4273,39.477,40.9786,42.8382,43.5411,44.5931,44.454
85,25,205,380,3,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
86,29,205,550,3,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
87,25,207,380,3,28.3943,37.9012,37.5885,41.3698,42.7996,43.5213,43.5636,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
88,29,207,550,3,27.815,35.2369,37.6126,39.5714,42.5374,43.3616,43.2151,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
89,25,210,380,3,22.8847,31.4245,35.5985,40.8955,42.8415,43.5537,43.4688,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
90,29,210,550,3,24.5357,32.6534,35.8778,38.8599,42.4755,43.4038,43.2257,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
91,25,213,380,3,29.198,30.4694,33.6774,40.4347,42.7362,43.4469,43.4049,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
92,29,213,550,3,31.0138,32.3064,34.2572,36.7081,41.7487,43.1211,43.0482,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
93,25,219,380,3,23.0695,28.0859,31.0552,36.2605,42.0463,43.8095,43.8509,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
94,29,219,550,3,29.5943,33.0257,35.5334,38.5529,43.0564,44.3251,43.7722,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
95,25,221,380,3,20.9205,25.7363,28.9884,32.4679,37.8786,42.9775,43.1857,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
96,29,221,550,3,22.4783,28.7873,31.2502,34.1167,38.9617,42.0066,42.6519,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
97,25,224,380,3,.,.,.,.,.,.,.,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
98,29,224,550,3,21.7047,28.7824,32.3026,35.0696,37.3035,42.3154,45.4566,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
99,25,226,380,3,19.456,23.6669,27.0179,28.6422,31.5713,38.7297,43.0229,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
100,29,226,550,3,21.4989,27.7004,30.0091,32.3487,37.3802,41.1351,42.9011,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
101,25,228,380,3,19.4218,23.3604,26.3203,27.4604,29.6272,35.9049,41.3524,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
102,29,228,550,3,21.1718,27.3412,29.1975,31.3574,36.0914,40.0387,42.4325,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
103,25,231,380,3,18.468,22.3547,25.5167,26.3239,28.1655,33.7594,39.232,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
104,29,231,550,3,20.5024,26.4243,28.4286,30.4062,34.7849,38.8405,41.8073,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
105,25,233,380,3,17.7686,21.9831,25.0405,25.8189,27.2749,32.2492,37.6032,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
106,29,233,550,3,20.1922,26.1466,28.1515,29.9237,33.979,38.2374,41.4311,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
107,25,239,380,3,18.8173,22.1501,24.7231,25.0573,26.3941,30.9477,35.6947,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
108,29,239,550,3,20.4161,25.8157,27.2917,28.6995,32.3874,36.6127,40.6564,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
109,25,242,380,3,23.4653,24.1826,25.8189,26.037,27.6226,32.2615,36.8807,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
110,29,242,550,3,24.9053,27.482,27.8779,29.2269,33.0267,37.0333,41.4226,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
111,25,249,380,3,32.6436,42.1663,38.9983,39.2817,39.4405,39.1161,40.3752,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
112,29,249,550,3,32.0579,33.8914,39.2868,41.3001,40.6266,42.2149,43.8442,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
113,25,253,380,3,35.3826,39.7499,37.1256,38.2917,39.1441,40.5892,40.2975,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
114,29,253,550,3,36.7119,40.3528,38.7074,38.9917,40.375,40.7415,41.0176,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
115,25,261,380,3,37.3662,45.8397,43.2535,45.1049,.,48.2572,.,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
116,29,261,550,3,38.7026,42.4581,40.536,41.6476,43.5275,44.3668,44.1466,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
117,25,263,380,3,36.4974,40.9911,38.5152,41.1906,42.9551,43.7299,43.772,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
118,29,263,550,3,36.7268,40.9125,39.5725,40.4252,43.0573,43.8754,43.5909,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
119,25,267,380,3,36.8249,40.7675,38.4461,41.1587,42.9339,43.6556,43.677,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
120,29,267,550,3,37.9481,41.0872,39.7097,40.7059,42.9549,43.6958,43.4975,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
121,25,270,380,3,36.7215,41.7329,39.2028,42.0809,43.8128,44.5449,44.6188,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
122,29,270,550,3,.,.,.,.,.,.,.,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
123,25,275,380,3,34.0224,40.1728,38.2048,41.0589,42.7362,43.5186,43.5605,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
124,29,275,550,3,35.5171,40.265,39.4161,40.4845,42.7241,43.464,43.1298,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
125,25,278,380,3,31.7878,39.8651,38.1615,41.0589,42.7777,43.5919,43.6338,34.4424,39.7551,38.2381,41.4809,42.9771,43.6367,43.5842
126,29,278,550,3,33.3172,39.8704,39.2397,40.2682,42.5803,43.3593,43.1611,33.8518,37.7697,38.2767,40.2332,42.8717,43.7092,43.3627
127,32,205,380,4,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
128,28,205,550,4,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
129,32,207,380,4,29.8927,39.3598,40.9036,41.1643,41.7354,42.1548,42.2892,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
130,28,207,550,4,28.0976,36.5535,40.4388,41.2043,41.6711,42.3816,42.0724,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
131,32,210,380,4,24.2312,34.1676,40.0946,41.1783,41.891,42.1452,42.1135,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
132,28,210,550,4,22.2359,30.6358,38.886,41.0433,41.5597,42.3193,42.0309,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
133,32,213,380,4,32.9065,34.234,39.3418,41.1056,41.8375,42.1859,42.2683,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
134,28,213,550,4,30.6408,31.3233,36.9738,40.4582,41.4075,42.2163,42.031,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
135,32,219,380,4,23.5352,29.5992,36.4921,40.2667,41.5725,41.9692,42.1548,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
136,28,219,550,4,22.9835,27.269,34.3479,38.7878,40.7495,42.0513,41.8768,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
137,32,221,380,4,21.2279,27.0866,33.6896,38.6235,41.4895,41.9278,42.1235,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
138,28,221,550,4,20.4493,25.3843,32.4761,37.035,39.8354,41.8263,41.734,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
139,32,224,380,4,20.2164,25.8013,31.5566,36.1144,41.024,41.7851,42.0111,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
140,28,224,550,4,18.5637,22.9674,30.561,35.2168,37.853,41.3463,41.6828,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
141,32,226,380,4,19.9202,25.0513,30.7708,34.9629,40.6246,41.8776,42.1448,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
142,28,226,550,4,18.2311,22.6567,29.8399,34.1458,36.8208,40.4935,41.4969,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
143,32,228,380,4,19.542,23.974,29.8643,33.7349,39.4997,41.8987,42.239,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
144,28,228,550,4,17.678,21.4959,28.4603,32.4331,35.4461,39.1138,41.2264,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
145,32,231,380,4,18.8447,22.9061,28.3265,32.1876,38.2016,41.3285,41.8674,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
146,28,231,550,4,17.2213,20.2298,27.6167,31.4681,34.3408,38.1295,40.6744,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
147,32,233,380,4,18.6357,22.998,28.3767,31.8325,37.7866,41.2178,41.6942,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
148,28,233,550,4,16.8627,19.8125,27.4827,31.4387,33.9966,37.6853,40.21,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
149,32,239,380,4,18.4863,21.6996,27.0146,30.1298,35.8417,40.3943,41.3285,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
150,28,239,550,4,16.9055,19.067,25.8963,29.5884,32.6062,36.2042,39.2776,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
151,32,242,380,4,22.1704,22.0955,27.4553,30.1607,36.0112,40.3947,41.1963,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
152,28,242,550,4,19.721,20.6695,26.6639,30.1834,32.8154,36.1626,38.9352,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
153,32,249,380,4,37.3717,41.6671,40.7279,40.9541,41.492,41.7353,41.9694,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
154,28,249,550,4,34.7446,39.1116,36.7882,40.5479,40.5629,38.3628,41.993,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
155,32,253,380,4,38.8101,42.2483,40.897,40.9451,41.5221,41.7448,41.7656,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
156,28,253,550,4,36.2777,40.4858,39.599,39.8715,39.8971,40.3682,39.9855,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
157,32,261,380,4,39.4843,43.2715,41.7661,42.0305,42.2177,42.65,42.7539,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
158,28,261,550,4,39.1947,43.6016,42.0915,42.1326,42.2149,42.7527,42.6282,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
159,32,263,380,4,40.4628,44.3784,42.8359,44.0123,43.8006,44.6946,46.168,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
160,28,263,550,4,37.5549,42.2255,.,.,.,.,.,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
161,32,267,380,4,40.3821,43.3379,41.2076,41.2977,41.8794,42.1861,42.2882,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
162,28,267,550,4,39.0226,43.6521,42.1738,41.9274,42.1738,42.6282,42.3799,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
163,32,270,380,4,39.3044,43.143,41.1678,41.2476,41.8388,42.1142,42.2161,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
164,28,270,550,4,37.6218,42.8277,41.7228,41.8045,41.9274,42.4625,42.3386,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
165,32,275,380,4,38.6213,43.3638,41.5215,41.4291,41.8377,42.1647,42.2264,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
166,28,275,550,4,37.3927,42.8823,41.9274,42.0094,42.0915,42.7527,42.5453,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
167,32,278,380,4,36.2956,42.8118,40.9688,41.0964,41.1451,42.0732,42.2166,36.9812,41.4334,40.9353,41.248,41.8888,42.1442,42.3003
168,28,278,550,4,35.5937,42.344,41.7228,41.6412,41.682,42.2973,42.2149,33.9457,38.7764,41.0173,41.7635,42.0302,42.5783,42.2065
