block,ring,CO2,hour,canopy_t
4,11,ambient,15,28.5499
4,11,ambient,16,27.7884
4,11,ambient,17,26.9551
4,11,ambient,18,25.641
4,11,ambient,19,23.1209
4,11,ambient,20,20.998
4,11,ambient,21,20.0697
4,11,ambient,22,19.6655
4,11,ambient,23,19.2706
4,15,elevate,0,18.6633
4,15,elevate,1,18.3269
4,15,elevate,2,18.1065
4,15,elevate,3,17.8866
4,15,elevate,4,17.7038
4,15,elevate,5,17.4989
4,15,elevate,6,17.7807
4,15,elevate,7,19.9639
4,15,elevate,8,22.6076
4,15,elevate,9,25.0392
4,15,elevate,10,26.956
4,15,elevate,11,28.5438
4,15,elevate,12,29.2253
4,15,elevate,13,29.7092
4,15,elevate,14,29.6415
4,15,elevate,15,29.198
4,15,elevate,16,28.4941
4,15,elevate,17,27.6605
4,15,elevate,18,26.1065
4,15,elevate,19,23.3179
4,15,elevate,20,21.0858
4,15,elevate,21,20.1312
4,15,elevate,22,19.6136
4,15,elevate,23,19.2012
