block,ring,CO2,hour,canopy_t
2,24,ambient,22,20.3387
2,24,ambient,23,20.0029
3,28,elevate,0,19.6035
3,28,elevate,1,19.2187
3,28,elevate,2,18.8468
3,28,elevate,3,18.6473
3,28,elevate,4,18.5112
3,28,elevate,5,19.1797
3,28,elevate,6,22.9899
3,28,elevate,7,26.1981
3,28,elevate,8,27.9865
3,28,elevate,9,28.9369
3,28,elevate,10,29.5509
3,28,elevate,11,30.4999
3,28,elevate,12,31.1332
3,28,elevate,13,31.8531
3,28,elevate,14,32.1248
3,28,elevate,15,32.066
3,28,elevate,16,31.3806
3,28,elevate,17,29.6514
3,28,elevate,18,26.743
3,28,elevate,19,23.0902
3,28,elevate,20,21.5097
3,28,elevate,21,20.7996
3,28,elevate,22,20.185
3,28,elevate,23,19.8706
3,32,ambient,0,19.5563
3,32,ambient,1,19.1983
3,32,ambient,2,18.8087
3,32,ambient,3,18.5911
3,32,ambient,4,18.4823
3,32,ambient,5,19.1098
3,32,ambient,6,22.8257
3,32,ambient,7,26.068
3,32,ambient,8,28.0565
3,32,ambient,9,29.3522
3,32,ambient,10,30.1233
3,32,ambient,11,30.6327
3,32,ambient,12,30.7481
3,32,ambient,13,31.2752
3,32,ambient,14,31.8793
3,32,ambient,15,32.2477
3,32,ambient,16,31.7711
3,32,ambient,17,30.1044
3,32,ambient,18,27.0578
3,32,ambient,19,23.0387
3,32,ambient,20,21.3677
3,32,ambient,21,20.6667
3,32,ambient,22,20.078
3,32,ambient,23,19.8191
4,25,ambient,0,19.611
4,25,ambient,1,19.2446
4,25,ambient,2,18.8974
4,25,ambient,3,18.6486
4,25,ambient,4,18.5279
4,25,ambient,5,18.8893
4,25,ambient,6,21.3649
4,25,ambient,7,24.6141
4,25,ambient,8,26.9891
4,25,ambient,9,28.7497
4,25,ambient,10,30.1569
4,25,ambient,11,31.1573
4,25,ambient,12,31.655
4,25,ambient,13,32.0256
4,25,ambient,14,31.9792
4,25,ambient,15,31.5974
4,25,ambient,16,30.6885
4,25,ambient,17,28.9515
4,25,ambient,18,26.1977
4,25,ambient,19,22.9194
4,25,ambient,20,21.4903
4,25,ambient,21,20.765
4,25,ambient,22,20.1324
4,25,ambient,23,19.8498
4,29,elevate,0,19.6104
4,29,elevate,1,19.252
4,29,elevate,2,18.9103
4,29,elevate,3,18.6572
4,29,elevate,4,18.5503
4,29,elevate,5,18.9595
4,29,elevate,6,21.7446
4,29,elevate,7,25.1027
4,29,elevate,8,27.4813
4,29,elevate,9,29.2462
4,29,elevate,10,30.3937
4,29,elevate,11,31.1639
4,29,elevate,12,31.4298
4,29,elevate,13,31.6741
4,29,elevate,14,31.469
4,29,elevate,15,30.9647
4,29,elevate,16,30.0607
4,29,elevate,17,28.3959
4,29,elevate,18,25.8773
4,29,elevate,19,22.9147
4,29,elevate,20,21.5025
4,29,elevate,21,20.7997
4,29,elevate,22,20.148
4,29,elevate,23,19.8683
