"year","doy","hour","zen","solar","netsolar","dw_solar","up_solar","temp","rh","windspeed","precip","day_length"
2005,1,22,99.092,0,0.005,0,0,8.42,1,3.92,0.08,7.80778132588181
2005,1,23,109.985,0,0,0,0,9.58,1,4.68,0.1,7.80760664849005
2005,2,0,121.2875,0,0,0,0,10.66,1,6.42,0.14,7.80753095279136
2005,2,1,132.7365,0,0,0,0.07,10.32,1,6.4,0.1,7.8074918787409
2005,2,2,143.9695,0,0,0,0,10.17,1,6.44,0.05,7.80749663539375
2005,2,3,154.2225,0,0,0,0.065,10.4,1,7.22,0.02,7.80754724083245
2005,2,4,161.366,0,0,0,0.015,10.57,1,7.38,0.02,7.80763998030131
2005,2,5,161.43,0,0,0,0.14,10.65,1,6.99,0.01,7.80777115261271
2005,2,6,154.366,0,0,0,0.19,10.69,1,6.72,0.04,7.80793002188212
2005,2,7,144.137,0,0,0,0.01,10.36,1,6.28,0.16,7.80810558151582
2005,2,8,132.908,0,0,0,0.055,10.07,1,6.07,0.19,7.80828741260729
2005,2,9,121.4555,0,0,0,0.03,10.69,1,6.39,0.13,7.80846011072791
2005,2,10,110.141,0,0,0,0.005,11.37,1,6.66,0.06,7.80861264956597
2005,2,11,99.233,0,0.02,0,0,10.26,1,5.09,0.07,7.80873629674319
2005,2,12,88.7825,18.492,5.865,4.385,1.44,9.65,1,4.72,0.05,7.8108088482648
2005,2,13,79.7355,55.568,29.46,31.795,7.055,11.92,0.9606,5.82,0.05,8.10121923302965
2005,2,14,72.0785,128.11,44.33,50.185,10.86,13.48,0.9169,5.59,0.03,8.10772478931489
2005,2,15,66.441,203.32,43.135,48.71,10.47,15.12,0.8825,5.89,0.03,8.10775795933204
2005,2,16,63.408,275.77,58.74,68.005,14.505,15.82,0.8494,5.82,0.03,8.10775794543535
2005,2,17,63.367,326.692,42.725,47.5,10.025,15.53,0.8369,5.22,0.08,8.10775800837402
2005,2,18,66.3235,191.682,24.99,27.595,7.03,14.37,0.8588,4.33,0.04,8.10775825384324
2005,2,19,71.9,201.02,21.36,22.465,5.41,12.72,0.9025,3.38,0.01,8.10774784312289
2005,2,20,79.5115,121.532,16.24,16.62,4.195,10.67,0.9412,3.24,0.01,8.10542384547277
2005,2,21,88.54,14.72,4.765,3.705,1.5,8.8,0.9512,3.66,0.03,7.75617566258972
2005,2,22,98.9505,0,0,0,0.155,7.55,0.9438,3.59,0.04,7.73253594030159
2005,2,23,109.841,0,0,0,0.03,6.51,0.9581,2.45,0.04,7.7323198518435
2005,3,0,121.1465,0,0,0,0.35,5.51,0.9769,2.38,0.05,7.73224847119906
2005,3,1,132.5965,0,0,0,0.055,5.05,0.9775,2.71,0.16,7.73221895709867
2005,3,2,143.828,0,0,0,0.05,5.01,0.9612,2.83,0.31,7.73223599670561
2005,3,3,154.0815,0,0,0,0.03,4.63,0.9575,3.11,0.39,7.73229510843462
2005,3,4,161.244,0,0,0,0.03,4.21,0.9525,3.33,0.48,7.73239100744012
2005,3,5,161.3725,0,0,0,0.095,4,0.955,2.62,0.47,7.73251537694689
2005,3,6,154.3655,0,0,0,0,3.77,0.9631,2.09,0.81,7.73265614048445
2005,3,7,144.161,0,0,0,0.09,3.58,0.9738,1.99,2.23,7.73280893392553
2005,3,8,132.943,0,0,0,0.045,3.93,0.9644,2.59,3.56,7.73296331922963
2005,3,9,121.4895,0,0,0,0,4,0.96,3.7,3.2,7.73310991740354
2005,3,10,110.1695,0,0,0,0.03,3.75,0.9556,5.25,4.02,7.73323959967594
2005,3,11,99.2535,0,0,0,0,3.57,0.9556,5.16,4.32,7.73334329622695
2005,3,12,88.7895,14.26,2.71,1.47,0.755,3.47,0.9606,3.7,2.67,7.73364856815241
2005,3,13,79.7235,56.718,10.975,9.595,2.4,3.95,0.9444,4.69,0.93,7.82575828985785
2005,3,14,72.046,172.5,16.57,16.015,3.23,4.48,0.9306,5.2,0.1,7.92392311610563
2005,3,15,66.382,105.892,31.97,34.25,6.21,4.88,0.9281,4.42,0.02,7.92532940420378
2005,3,16,63.323,163.668,41.115,45.07,7.995,4.99,0.9325,3.25,0.04,7.92532376091857
2005,3,17,63.258,52.9,32.12,34.315,5.865,5.03,0.9325,3.13,0.49,7.92532347432602
2005,3,18,66.196,94.3,23.61,24.48,4.645,5.49,0.9162,3.57,2.39,7.92532313205843
2005,3,19,71.7625,126.132,14.445,13.675,2.91,5.57,0.9169,4.07,2.22,7.92262948506251
2005,3,20,79.3685,185.84,28.03,30.12,6.175,5.14,0.9388,3.81,1.88,7.91778590533616
2005,3,21,88.403,19.182,5.945,4.615,1.33,4.34,0.9619,3.46,2.21,7.73562497114566
2005,3,22,98.805,0,0.03,0,0,3.68,0.9681,4.16,1,7.67972756212866
2005,3,23,109.698,0,0,0,0.01,2.94,0.9775,4.65,0.21,7.67946131394959
2005,4,0,121.0035,0,0,0,0,2.2,0.9825,4.82,0.06,7.67941096984801
2005,4,1,132.4525,0,0,0,0.035,1.63,0.9794,4.9,0.03,7.67939650549534
2005,4,2,143.6805,0,0,0,0,1.23,0.975,4.8,0.02,7.67942128280422
2005,4,3,153.9355,0,0,0,0,0.94,0.9756,4.59,0.01,7.67948435268643
2005,4,4,161.115,0,0,0,0,0.77,0.9762,4.35,0,7.67958115557724
2005,4,5,161.3065,0,0,0,0,0.52,0.9819,3.89,0,7.67970509138538
2005,4,6,154.358,0,0,0,0,0.36,0.9825,3.51,0.01,7.6798491010849
2005,4,7,144.1805,0,0,0,0.01,0.13,0.9881,3.16,0.03,7.68000167558702
2005,4,8,132.971,0,0,0,0,0.02,0.9856,3.26,0.04,7.68015285992949
2005,4,9,121.517,0,0,0,0.005,-0.1,0.9844,3.14,0.03,7.68029273299622
2005,4,10,110.194,0,0,0,0,-0.2,0.9831,2.99,0.02,7.68041101639264
2005,4,11,99.2665,0,0,0,0.005,-0.13,0.9756,3.26,0.01,7.68049982939921
2005,4,12,88.79,24.38,3.17,1.8,0.74,-0.03,0.9675,3.49,0.01,7.680818579098
2005,4,13,79.7065,58.42,11.115,9.9,2.5,0.61,0.9475,3.59,0.02,7.74352865961863
2005,4,14,72.006,219.282,25.52,26.75,5.375,1.69,0.9169,3.93,0.02,7.84947780304574
2005,4,15,66.317,380.88,45.265,50.67,9.91,2.51,0.8956,4.8,0.02,7.8500900100652
2005,4,16,63.23,324.99,52.425,59.19,11.6,3.31,0.8744,4.74,0.02,7.85008495495605
2005,4,17,63.1415,326.692,47.9,53.295,10.345,3.91,0.8625,2.8,0.02,7.85008480667553
2005,4,18,66.063,110.768,27.51,28.895,5.755,3.69,0.8825,3.88,0.04,7.85008488645957
2005,4,19,71.6185,59.34,13.09,12.155,2.785,3.33,0.9038,4.28,0.13,7.84182725597258
2005,4,20,79.2215,75.67,6.09,4.305,1.48,2.85,0.9312,4.03,0.24,7.35753585075988
2005,4,21,88.226,18.17,1.65,0.195,0.335,2.35,0.9488,4.59,0.36,7.31156366438659
2005,4,22,98.655,0,0.02,0,0,2.12,0.9575,5.11,0.42,7.31100755093507
2005,4,23,109.549,0,0,0,0,2.05,0.9594,5.22,0.6,7.31092827564619
2005,5,0,120.8555,0,0,0,0,2.1,0.9562,5.42,1.89,7.31088640378865
2005,5,1,132.305,0,0,0,0,2.15,0.9544,4.97,3.3,7.31088238194303
2005,5,2,143.531,0,0,0,0.01,1.95,0.9562,5.56,2.7,7.31091697972404
2005,5,3,153.7855,0,0,0,0.015,1.58,0.955,5.97,1.63,7.31098780464113
2005,5,4,160.98,0,0,0,0,1.28,0.9531,6.1,1.22,7.31109064016191
2005,5,5,161.231,0,0,0,0.01,1.05,0.9519,6.57,0.66,7.31121716022122
2005,5,6,154.343,0,0,0,0,0.71,0.955,7.72,0.49,7.31135915239863
2005,5,7,144.1945,0,0,0,0,0.25,0.9519,8.2,1.84,7.31150717283724
2005,5,8,132.9935,0,0,0,0.06,-0.05,0.935,8.93,3.01,7.31165209544744
2005,5,9,121.5395,0,0,0,0.105,-0.49,0.9319,9.41,2.21,7.31178263294034
2005,5,10,110.211,0,0,0,0.075,-0.82,0.9162,10.9,1.11,7.31189029976195
2005,5,11,99.2745,0,0,0,0.13,-1.35,0.9131,11.26,1.22,7.31196874663488
2005,5,12,88.784,11.96,0.81,0,0.305,-1.75,0.9181,11.26,1.34,7.31203861350517
2005,5,13,79.683,27.83,4.245,1.75,0.845,-1.85,0.9156,10.58,1.29,7.31240379198264
2005,5,14,71.96,53.13,10,8.13,1.78,-1.77,0.9175,10.55,1.43,7.29886268172068
2005,5,15,66.243,79.948,23.375,23.645,4.14,-1.5,0.9138,10.61,1.64,7.30344715059405
2005,5,16,63.1305,145.682,34.54,36.92,6.325,-0.88,0.9069,9.89,1.55,7.30293106078614
2005,5,17,63.0195,244.03,33.425,35.555,5.99,-0.64,0.91,9.49,1.22,7.30291310378203
2005,5,18,65.9235,225.768,49.255,54.715,9.835,-0.79,0.9188,9.43,0.72,7.30291281060477
2005,5,19,71.4695,154.79,31.08,32.79,6.11,-1.04,0.9312,9.55,0.56,7.30291288671455
2005,5,20,79.069,119.37,15.275,14.155,3.185,-1.08,0.9362,9.17,0.22,7.30022626243949
2005,5,21,88.082,19.78,2.705,1.115,0.685,-1.2,0.9381,8.42,0.09,7.05110054873706
2005,5,22,98.503,0,0.005,0,0.165,-1.74,0.9438,9.41,0.95,7.04613576075814
2005,5,23,109.3985,0,0,0,0.175,-2.31,0.9456,8.2,2.47,7.04607957452306
2005,6,0,120.7055,0,0,0,0.16,-2.84,0.9494,8.25,3.61,7.04604298122848
2005,6,1,132.1545,0,0,0,0.29,-3.36,0.9569,7.21,3.54,7.04604474040072
2005,6,2,143.3805,0,0,0,0.13,-3.75,0.96,6.96,1.94,7.04608806414596
2005,6,3,153.631,0,0,0,0.05,-4.09,0.96,6.07,1.09,7.04616818884949
2005,6,4,160.8385,0,0,0,0.17,-4.36,0.9612,4.57,0.66,7.04628592973923
2005,6,5,161.149,0,0,0,0.185,-4.52,0.9638,3.19,0.29,7.0464319587296
2005,6,6,154.322,0,0,0,0.205,-4.64,0.9669,2.41,0.09,7.046591955403
2005,6,7,144.2005,0,0,0,0.29,-5,0.9681,2.47,0.03,7.04675018201842
2005,6,8,133.009,0,0,0,0.295,-5.44,0.9656,2.91,0.01,7.04689852545319
2005,6,9,121.558,0,0,0,0.27,-6.06,0.9638,3.61,0.01,7.04703222295656
2005,6,10,110.223,0,0,0,0.3,-6.5,0.9606,4.29,0,7.04714302976884
2005,6,11,99.2775,0,0,0,0.3,-6.7,0.9631,4.36,0.03,7.04722026958551
2005,6,12,88.772,26.45,1.545,1.33,1.415,-7.1,0.97,4.28,0.08,7.04741546242077
2005,6,13,79.6535,66.7,15.215,24.77,12.705,-5.91,0.9631,6.09,0.13,7.26258227836491
2005,6,14,71.906,179.86,40.74,69.3,32.705,-4.9,0.9662,6.67,0.07,7.27130365909585
2005,6,15,66.163,358.892,67.255,114.195,53.305,-4.24,0.9569,7.66,0.03,7.27133068312583
2005,6,16,63.0225,420.44,82.98,141.875,66.2,-4.02,0.9406,8.5,0.05,7.27133034474372
2005,6,17,62.89,418.232,125.88,213.255,97.26,-4.15,0.9306,8.64,0.07,7.27133032270954
2005,6,18,65.777,312.11,73.17,121.89,56.105,-4.3,0.92,8.34,0.06,7.27133040145954
2005,6,19,71.3145,347.392,43.63,71.135,33.105,-4.46,0.915,7.67,0.05,7.27133072972219
2005,6,20,78.9125,158.24,24.13,38.3,18.63,-4.87,0.9269,6.4,0.04,7.27133037043873
2005,6,21,87.9335,18.492,5.205,6.715,4.16,-5.81,0.9519,4.94,0.01,7.22040401193341
2005,6,22,98.3465,0,0.005,0,0.205,-6.77,0.9631,4.74,0.01,7.15830104678934
2005,6,23,109.2455,0,0,0,0.24,-7.48,0.9738,4.43,0.01,7.15856717424442
2005,7,0,120.5535,0,0,0,0.21,-8.53,0.9869,3.43,0.01,7.15854681277882
2005,7,1,132.002,0,0,0,0.22,-10.52,1,2.89,0.01,7.15855422611766
2005,7,2,143.2245,0,0,0,0.195,-12.31,1,3.12,0,7.15860333479937
2005,7,3,153.4715,0,0,0,0.125,-12.85,1,3.16,0,7.15868803728872
2005,7,4,160.6905,0,0,0,0.21,-12.77,1,2.91,0,7.1588052326417
2005,7,5,161.058,0,0,0,0.13,-12.97,1,2.47,0,7.1589510284733
2005,7,6,154.2935,0,0,0,0.185,-13.53,1,2.18,0,7.15911406759599
2005,7,7,144.2,0,0,0,0.185,-14.19,1,1.86,0,7.15928426435235
2005,7,8,133.021,0,0,0,0.1,-14.3,1,1.42,0,7.15944631031045
2005,7,9,121.569,0,0,0,0.13,-14.12,1,1.17,0,7.15958894338924
2005,7,10,110.2285,0,0,0,0.03,-13.7,1,0.96,0,7.15970243213015
2005,7,11,99.274,0,0,0,0.105,-13.68,0.9981,1.6,0,7.15977866376051
2005,7,12,88.754,17.48,3.615,3.59,2.57,-13.3,0.9894,2.36,0,7.16098762559117
2005,7,13,79.614,139.748,27.745,41.37,19.095,-11.1,0.9694,2.91,0,7.38353492878268
2005,7,14,71.844,279.818,50.63,78.37,34.15,-8.67,0.9356,3.7,0,7.3862343658165
2005,7,15,66.074,426.19,72.845,115.135,49.165,-7.21,0.945,3.29,0,7.38623941568759
2005,7,16,62.9085,432.63,91.265,144.425,60.84,-5.85,0.9556,3.26,0,7.38623923718076
2005,7,17,62.7505,516.718,74.89,116.415,49.14,-4.6,0.9475,3.45,0,7.38623929265849
2005,7,18,65.624,308.2,62.225,94.66,39.855,-3.41,0.9006,3.54,0,7.38623952830843
2005,7,19,71.155,190.44,59.68,91.185,38.34,-2.76,0.9006,3.6,0,7.38623932308785
2005,7,20,78.751,172.96,45.145,67.005,28.51,-3.05,0.9475,1.98,0.01,7.38623957202959
2005,7,21,87.7445,20.7,9.64,11.395,5.875,-4.07,0.9575,2.26,0.02,7.38459789992626
2005,7,22,98.187,0,0,0,0.055,-5.03,0.9581,2.76,0.03,7.27839989364189
2005,7,23,109.0875,0,0,0,0,-5.62,0.9562,2.97,0.03,7.27965347662584
2005,8,0,120.398,0,0,0,0.045,-5.71,0.9469,2.71,0.09,7.27966514538114
2005,8,1,131.8455,0,0,0,0.055,-5.45,0.9338,2.39,0.32,7.27967858141668
2005,8,2,143.067,0,0,0,0.14,-5.14,0.9262,2.07,0.67,7.27973492065502
2005,8,3,153.309,0,0,0,0.05,-4.6,0.9288,1.44,1.14,7.27983049748461
2005,8,4,160.5365,0,0,0,0.055,-4.95,0.9562,1.7,1.26,7.279953618287
2005,8,5,160.9605,0,0,0,0.125,-5.35,0.9769,2.36,0.75,7.28009096271853
2005,8,6,154.2565,0,0,0,0.215,-5.2,0.9794,2.49,0.19,7.28023644710898
2005,8,7,144.1945,0,0,0,0.18,-5.31,0.9794,2.63,0.01,7.28038348808565
2005,8,8,133.025,0,0,0,0.16,-6.24,0.9806,2.95,0,7.28052313889257
2005,8,9,121.574,0,0,0,0.18,-8.27,0.9912,3.33,0,7.28064647474849
2005,8,10,110.229,0,0,0,0.2,-10.06,1,3.51,0,7.28074289746182
2005,8,11,99.262,0,0.045,0,0.18,-10.89,1,3.39,0.01,7.28080747517218
2005,8,12,88.731,24.058,2.22,9.73,10.87,-10.99,1,3.12,0.01,7.34240255728102
2005,8,13,79.5695,92.69,12.055,64.815,58.34,-9.74,0.9969,2.86,0,7.51004926686827
2005,8,14,71.777,82.34,23.485,130.35,113.1,-5.88,0.9525,2.85,0,7.5109715011906
2005,8,15,65.98,219.88,42.585,228.105,190.8,-3.73,0.94,2.77,0,7.51097171390736
2005,8,16,62.7865,205.758,60.155,299.98,244.505,-1.96,0.9006,2.57,0,7.5109716353258
2005,8,17,62.6055,152.582,56.09,283.075,230.405,-0.74,0.8325,3.03,0,7.51097171652673
2005,8,18,65.4645,168.59,49.185,236.11,191.58,-0.66,0.8256,2.53,0,7.51097207023876
2005,8,19,70.9875,60.858,43.46,191.15,152.76,-0.71,0.8281,2.12,0,7.51097167566178
2005,8,20,78.5835,224.618,26.545,105.12,83.565,-1.83,0.9081,1.58,0,7.51097178802494
2005,8,21,87.5905,20.332,5.49,15.755,14.145,-4.29,0.89,2,0,7.51096062343146
2005,8,22,98.0225,0,0.055,0,0.17,-6.24,0.9144,2.25,0,7.45349949069904
2005,8,23,108.9275,0,0,0,0.07,-7.27,0.9519,2.39,0.01,7.45699077763487
2005,9,0,120.2385,0,0,0,0,-8.02,0.9819,2.53,0.04,7.45707592494336
2005,9,1,131.687,0,0,0,0.085,-8.56,1,2.7,0.07,7.45709425046423
2005,9,2,142.9055,0,0,0,0.065,-8.49,0.9975,2.86,0.02,7.45714821726
2005,9,3,153.1405,0,0,0,0.015,-8.13,0.99,2.99,0.01,7.45723709526062
2005,9,4,160.3745,0,0,0,0,-8.42,0.9912,3.13,0,7.45735557034966
2005,9,5,160.8525,0,0,0,0,-9.44,1,3.43,0.09,7.45749312641172
2005,9,6,154.2115,0,0,0,0,-10.23,1,3.7,0.09,7.45764139548161
2005,9,7,144.1825,0,0,0,0,-10.52,1,3.83,0.09,7.45779058002271
2005,9,8,133.0245,0,0,0,0.01,-10.63,1,3.93,0,7.45792961756289
2005,9,9,121.5735,0,0,0,0.005,-10.35,1,4.05,0.01,7.45804973676693
2005,9,10,110.224,0,0,0,0,-9.01,1,4.23,0.13,7.45814215532597
2005,9,11,99.2465,0,0,0,0.025,-7.1,1,4.97,0,7.45820246315085
2005,9,12,88.7025,24.61,2.4,7.16,7.985,-5.81,0.9962,5.53,0,7.4974062225977
2005,9,13,79.521,191.59,19.91,74.325,60.27,-4.48,0.9875,5.63,0,7.66393391518607
2005,9,14,71.701,318.458,38.555,142.505,111.885,-2.23,0.97,5.79,0,7.6647491973742
2005,9,15,65.8775,299.092,61.505,206.685,154.955,-0.56,0.9638,5.78,0,7.66474754138856
2005,9,16,62.656,552.92,98.585,266.995,178.875,0.05,0.9644,5.54,0,7.66474744186901
2005,9,17,62.454,432.4,163.3,334.355,182.145,0.27,0.9631,5.69,0,7.66474754444611
2005,9,18,65.299,719.44,218.975,358.15,151.83,0.43,0.9638,5.7,0,7.66474799455723
2005,9,19,70.816,504.482,178.145,255.155,91.585,0.57,0.9644,5.53,0,7.6647474673282
2005,9,20,78.4125,282.44,98.85,129.135,45.71,0.72,0.9619,5.47,0,7.66474754747329
2005,9,21,87.43,20.24,12.38,12.465,4.86,0.88,0.9562,5.26,0,7.65855492473031
2005,9,22,97.86,0,0.09,0,0,1,0.9519,5.04,0,7.57603091539467
2005,9,23,108.765,0,0,0,0.03,1.02,0.9519,4.9,0,7.57686331789261
2005,10,0,120.078,0,0,0,0.01,1.09,0.9438,5.45,0,7.5768709432172
2005,10,1,131.5265,0,0,0,0,1.04,0.9475,6.21,0,7.57689294036664
2005,10,2,142.74,0,0,0,0.015,0.95,0.9494,6.59,0,7.57695234407726
2005,10,3,152.9695,0,0,0,0.025,0.86,0.9469,5.96,0,7.57704562681139
2005,10,4,160.207,0,0,0,0.18,0.8,0.9419,5.38,0,7.5771670184894
2005,10,5,160.737,0,0,0,0.025,-0.23,0.9494,4.41,0,7.57730823837773
2005,10,6,154.159,0,0,0,0.03,-3.18,0.9662,3.83,0,7.57745944755051
2005,10,7,144.162,0,0,0,0.045,-4.89,0.9681,3.92,0,7.57760983875998
2005,10,8,133.0165,0,0,0,0.085,-6.13,0.97,3.86,0,7.57774938376986
2005,10,9,121.5675,0,0,0,0.09,-7.19,0.9744,3.75,0,7.57786754480551
2005,10,10,110.212,0,0,0,0.01,-8.1,0.9806,3.72,0,7.57795684926441
2005,10,11,99.2235,0,0,0,0.045,-8.75,0.9838,3.66,0,7.57801105501726
2005,10,12,88.6665,22.08,3.235,2.19,0.94,-8.76,0.9775,3.38,0,7.57813957376342
2005,10,13,79.4615,109.158,21.62,23.38,5.46,-6.94,0.9525,3,0,7.69779604672555
2005,10,14,71.6205,124.292,45.79,52.935,11.525,-2.87,0.9112,2.97,0,7.70513237475775
2005,10,15,65.7685,196.742,59.775,69.81,15.025,-1.1,0.9025,2.72,0,7.70510256177642
2005,10,16,62.52,453.008,84.855,100.96,21.56,-0.52,0.9244,2.23,0,7.70510123783473
2005,10,17,62.2965,302.45,73.59,86.73,18.24,-0.26,0.9394,2.27,0,7.70510121861665
2005,10,18,65.128,256.358,69.815,81.99,17.28,-0.04,0.9462,2.46,0,7.70510124528642
2005,10,19,70.6405,156.952,40.835,46.06,9.895,0.1,0.9531,2.66,0,7.70510120845032
2005,10,20,78.238,98.348,22.1,23.01,5.215,0.08,0.9594,2.73,0,7.70509188898062
2005,10,21,87.23,22.31,5.17,3.61,1.3,-0.12,0.965,2.75,0.04,7.57418455809521
2005,10,22,97.6905,0,0,0,0,-0.09,0.965,2.62,0.2,7.56563036620467
2005,10,23,108.6,0,0,0,0.01,0.26,0.9588,2.64,0.29,7.56573411477656
2005,11,0,119.915,0,0,0,0.02,0.48,0.9512,3.15,0.16,7.56572533585614
2005,11,1,131.3635,0,0,0,0,0.6,0.945,3.84,0.14,7.56575190533846
2005,11,2,142.572,0,0,0,0,0.67,0.945,4,0.35,7.56581584712905
2005,11,3,152.794,0,0,0,0.01,0.68,0.955,3.36,0.54,7.56591912450876
2005,11,4,160.0335,0,0,0,0,0.74,0.9638,3.11,0.47,7.56605453296995
2005,11,5,160.613,0,0,0,0,0.8,0.9725,2.6,0.32,7.56620761684868
2005,11,6,154.0995,0,0,0,0.085,0.88,0.9775,2.16,0.23,7.56636909463775
2005,11,7,144.1365,0,0,0,0.11,1.04,0.9719,2.04,0.14,7.56652619747069
2005,11,8,133.003,0,0,0,0,1.14,0.9675,1.78,0.1,7.56666690165401
2005,11,9,121.555,0,0,0,0,1.62,0.9512,1.28,0.07,7.56678592788654
2005,11,10,110.1935,0,0,0,0.005,2.18,0.9312,0.86,0.05,7.56687376813376
2005,11,11,99.1965,0,0,0,0,2.1,0.9288,1.07,0.14,7.56692615062595
2005,11,12,88.626,18.17,1.89,0.185,0.425,1.65,0.9388,1.64,0.21,7.5669762414911
2005,11,13,79.4,126.27,11.39,8.465,2.56,1.33,0.9469,2.11,0.24,7.5718866915206
2005,11,14,71.53,274.482,44.275,48.68,9.81,1.16,0.9506,2.37,0.18,7.61650310686303
2005,11,15,65.651,274.482,40.96,44.485,8.29,1.41,0.9419,2.5,0.1,7.61619678879598
2005,11,16,62.376,235.658,42.665,46.345,8.59,1.83,0.9312,2.49,0.07,7.61618466041654
2005,11,17,62.132,385.25,55.8,61.045,11.59,2.62,0.91,2.2,0.09,7.61618445472693
2005,11,18,64.9505,382.168,49.725,55.365,10.29,3.83,0.8681,1.78,0.1,7.61618451745823
2005,11,19,70.458,343.85,23.28,23.89,4.665,4.4,0.8556,1.25,0.1,7.61618404013474
2005,11,20,78.058,216.43,26.845,28.175,5.655,4.09,0.8731,1.01,0.16,7.61617963622651
2005,11,21,87.0645,26.082,1.925,0.205,0.37,3.8,0.8825,0.93,0.45,7.53003299851814
2005,11,22,97.5175,0,0.01,0,0.025,3.93,0.8894,0.78,1.27,7.52521201273578
2005,11,23,108.4325,0,0,0,0.04,3.58,0.915,0.99,2.06,7.52533670789829
2005,12,0,119.7505,0,0,0,0,3.54,0.925,1.11,1.73,7.52533181711405
2005,12,1,131.1965,0,0,0,0.01,3.42,0.935,1.35,1.6,7.52536329439917
2005,12,2,142.402,0,0,0,0,2.82,0.9631,2.02,1.1,7.52543402429827
2005,12,3,152.615,0,0,0,0.115,2.39,0.9856,2.8,0.87,7.52554231419912
2005,12,4,159.8535,0,0,0,0,2.61,0.9956,3.41,0.92,7.52567502065408
2005,12,5,160.4815,0,0,0,0,3.42,1,4.1,1.07,7.52582733861482
2005,12,6,154.0325,0,0,0,0,5.27,1,5.49,1.39,7.52599844072962
2005,12,7,144.103,0,0,0,0,7.19,1,6.8,1.51,7.52616710632038
2005,12,8,132.9825,0,0,0,0.44,8,1,7.35,0.75,7.52632216367073
2005,12,9,121.537,0,0,0,0.255,7.63,1,6.46,0.62,7.52644628486891
2005,12,10,110.169,0,0,0,0.185,7.46,1,5.85,1.95,7.52653687422572
2005,12,11,99.161,0,0.02,0,0.165,8.21,1,6.3,0.56,7.52658945565296
2005,12,12,88.5785,19.32,7.345,5.79,1.475,9.42,1,7.12,0.54,7.52827121848428
2005,12,13,79.3285,154.652,53.71,60.295,12.39,11.46,1,8.06,0.94,7.68225236492237
2005,12,14,71.434,323.15,104.42,121.33,23.69,13.05,0.9969,8.44,0.51,7.68314342970163
2005,12,15,65.528,461.518,268.54,329.15,72.44,14.88,0.9625,9.45,0.22,7.68313504404153
2005,12,16,62.225,561.2,128.835,152.95,31.415,16.16,0.9325,10.55,0.13,7.68313478570725
2005,12,17,61.9605,577.852,67.715,78.385,16.185,16.57,0.9181,10.55,0.16,7.68313483899834
2005,12,18,64.766,536.958,106.675,126.295,26.315,16.97,0.9044,10.47,0.27,7.68313504649229
2005,12,19,70.273,417.91,107.85,129,28.71,17.12,0.9019,10.42,0.34,7.68313492661947
2005,12,20,77.8735,160.08,57.495,65.95,15.24,16.89,0.9119,10.27,0.27,7.68313485431454
2005,12,21,86.8955,26.082,3.995,2.34,1.05,16.29,0.9306,10.2,0.19,7.65205489443846
2005,12,22,97.3425,0,0,0,0.05,16.03,0.9381,10.36,0.16,7.64145961175216
2005,12,23,108.261,0,0,0,0,15.91,0.9425,10.74,0.14,7.6418897500051
2005,13,0,119.583,0,0,0,0.035,15.81,0.9469,11.32,0.18,7.64189467377933
2005,13,1,131.0285,0,0,0,0.01,15.6,0.95,11.92,0.38,7.64193419401158
