"year","doy","hour","zen","solar","netsolar","dw_solar","up_solar","temp","rh","windspeed","precip","day_length"
2006,1,0,161.491,0,0,0,0.01,-2.16,0.9669,3.2,0,8
2006,1,1,154.3555,0,0,0,0,-1.24,0.9156,4.21,0,8.00016869506426
2006,1,2,144.0965,0,0,0,0,-1.1,0.9138,4.81,0,8.00040708192644
2006,1,3,132.8575,0,0,0,0,-0.99,0.9144,4.95,0,8.00066015819126
2006,1,4,121.4055,0,0,0,0,-0.77,0.9081,4.87,0,8.00091016968884
2006,1,5,110.0975,0,0,0,0,-0.54,0.9025,5.02,0,8.00113763974482
2006,1,6,99.2015,0,0,0,0.04,-0.57,0.9094,5.18,0,8.00132615175287
2006,1,7,88.7675,13.432,5.28,6.105,2.36,-0.13,0.8912,6.08,0,8.00786736867841
2006,1,8,79.7395,116.518,38.56,49.635,12.89,0.81,0.86,6.53,0,8.32251118294995
2006,1,9,72.111,220.708,61.04,79.175,19.36,1.74,0.8375,6.48,0,8.32652833931037
2006,1,10,66.503,310.04,75.46,98.115,24.255,3.23,0.795,6.51,0,8.32655078139055
2006,1,11,63.505,388.332,118.015,155.23,38.735,4.87,0.7569,6.38,0,8.32655081206276
2006,1,12,63.493,389.252,128.645,169.82,42.94,6.05,0.7331,6.63,0,8.32655084791639
2006,1,13,66.472,305.9,85.235,111.79,28.615,6.4,0.7331,6.78,0,8.32655100639483
2006,1,14,72.064,175.72,44.905,57.315,14.9,6.19,0.7738,6.78,0,8.32655095038479
2006,1,15,79.6815,96.692,20.635,24.6,6.85,6.16,0.8125,7.06,0,8.32654984829205
2006,1,16,88.7035,8.832,1.29,0.63,0.57,5.86,0.875,6.9,0.01,8.03790033532352
2006,1,17,99.125,0,0,0,0.02,6.76,0.9106,7.74,0.01,8.00094821421538
2006,1,18,110.018,0,0,0,0,7.37,0.9481,7.31,0.02,8.00060300738192
2006,1,19,121.323,0,0,0,0,8.12,0.9675,7.45,0.02,8.00049679068282
2006,1,20,132.7715,0,0,0,0,8.61,0.9912,7.16,0.02,8.00044093940619
2006,1,21,144.0035,0,0,0,0,9.26,0.9994,7.3,0.02,8.00044655687677
2006,1,22,154.2575,0,0,0,0,9.96,1,7.47,0.01,8.00052180372687
2006,1,23,161.3945,0,0,0,0.13,10.45,1,7.4,0.01,8.0006813032951
2006,2,0,161.4435,0,0,0,0.01,10.9,1,7.09,0.02,8.00094877579538
2006,2,1,154.364,0,0,0,0.03,11.28,1,6.77,0.02,8.00133637676096
2006,2,2,144.1295,0,0,0,0.02,11.41,1,6.22,0.02,8.00179125235551
2006,2,3,132.899,0,0,0,0.045,11.29,1,5.94,0.01,8.00224082430508
2006,2,4,121.4455,0,0,0,0.005,11.29,1,5.92,0.01,8.00264842904021
2006,2,5,110.1325,0,0,0,0.02,11.4,1,6.01,0.01,8.00299557312956
2006,2,6,99.2275,0,0,0,0.095,11.78,1,6.5,0.33,8.00327658425204
2006,2,7,88.7795,22.448,3.765,3.495,1.51,12.55,1,7.15,0.73,8.00646686552061
2006,2,8,79.7355,75.348,45.225,59.49,17.25,13.96,0.9981,7.5,0.86,8.29604098769064
2006,2,9,72.0865,98.67,44.915,58.295,16.76,15.32,0.9644,7.17,0.78,8.29943494895161
2006,2,10,66.4535,355.81,36.115,45.395,11.61,16.57,0.9238,6.47,0.53,8.29945139421269
2006,2,11,63.4265,360.042,132.895,174.355,43.355,16.72,0.8712,5.71,0.2,8.29945136929905
2006,2,12,63.3935,422.28,250.655,340.725,97.43,16.26,0.8056,5.81,0.08,8.299451407476
2006,2,13,66.354,379.96,182.02,252.64,76.13,15.41,0.74,5.98,0.04,8.29945157392067
2006,2,14,71.932,237.82,151.97,212.45,67.975,13.76,0.7438,5.9,0.03,8.2994515113416
2006,2,15,79.544,116.15,44.71,60.105,17.525,11.46,0.805,5.37,0.01,8.29945141572581
2006,2,16,88.572,11.868,3.595,4.05,1.725,9.27,0.8631,4.88,0.01,8.17914942442303
2006,2,17,98.985,0,0,0,0.24,7.8,0.9025,4.98,0.01,8.05812785156606
2006,2,18,109.878,0,0,0,0.15,6.96,0.9375,5.2,0.02,8.05737683505845
2006,2,19,121.183,0,0,0,0.43,6.18,0.9788,5.01,0.05,8.05726378459312
2006,2,20,132.631,0,0,0,0.01,5.07,1,4.3,0.08,8.05721281489057
2006,2,21,143.861,0,0,0,0.09,4.9,1,4.79,0.09,8.05724077580675
2006,2,22,154.1175,0,0,0,0.485,4.87,0.9875,5.43,0.08,8.05735807127776
2006,2,23,161.2735,0,0,0,0.08,4.74,0.9781,5.48,0.06,8.05756661540023
2006,3,0,161.3865,0,0,0,0.06,4.55,0.9731,5.44,0.04,8.05786858237418
2006,3,1,154.367,0,0,0,0.005,4.13,0.9638,5.91,0.04,8.05822012626987
2006,3,2,144.1565,0,0,0,0,3.62,0.9556,6.21,0.03,8.05858776460228
2006,3,3,132.935,0,0,0,0,3.36,0.9469,6.15,0.03,8.05895147621631
2006,3,4,121.481,0,0,0,0,3.32,0.945,5.46,0.02,8.05929540222485
2006,3,5,110.164,0,0,0,0.01,3.19,0.9525,4.51,0.02,8.05961099364692
2006,3,6,99.2475,0,0,0,0,2.98,0.965,3.87,0,8.05986379747066
2006,3,7,88.7885,19.642,2.71,2.4,1.05,3.04,0.9631,3.36,0,8.06117492939998
